#Gene	Cell_type_lessEql_01
MCM7	Cycling_chromaffin_cells
FBLN1	Cycling_chromaffin_cells
C12orf75	Cycling_chromaffin_cells
HNRNPA2B1	Cycling_chromaffin_cells
ECT2	Cycling_chromaffin_cells
RHEB	Cycling_chromaffin_cells
BUB3	Cycling_chromaffin_cells
GMNN	Cycling_chromaffin_cells
KIF20A	Cycling_chromaffin_cells
RAD51	Cycling_chromaffin_cells
KIF21A	Cycling_chromaffin_cells
KIF14	Cycling_chromaffin_cells
MEIS2	Cycling_chromaffin_cells
PRR11	Cycling_chromaffin_cells
H2AFY	Cycling_chromaffin_cells
H2AFX	Cycling_chromaffin_cells
SKA1	Cycling_chromaffin_cells
CENPK	Cycling_chromaffin_cells
RHOBTB3	Cycling_chromaffin_cells
LINC01224	Cycling_chromaffin_cells
PAFAH1B3	Cycling_chromaffin_cells
PXMP2	Cycling_chromaffin_cells
H1FX	Cycling_chromaffin_cells
PIF1	Cycling_chromaffin_cells
MND1	Cycling_chromaffin_cells
RTKN2	Cycling_chromaffin_cells
CCNA1	Cycling_chromaffin_cells
RANBP1	Cycling_chromaffin_cells
C21orf58	Cycling_chromaffin_cells
ZFHX3	Cycling_chromaffin_cells
HELLS	Cycling_chromaffin_cells
FOXP1	Cycling_chromaffin_cells
IDH2	Cycling_chromaffin_cells
POC1A	Cycling_chromaffin_cells
WHSC1	Cycling_chromaffin_cells
TMEM106C	Cycling_chromaffin_cells
RRM1	Cycling_chromaffin_cells
BASP1	Cycling_chromaffin_cells
CBX5	Cycling_chromaffin_cells
MIS18BP1	Cycling_chromaffin_cells
MCM3	Cycling_chromaffin_cells
HMMR	Cycling_chromaffin_cells
SMC3	Cycling_chromaffin_cells
NCAPH	Cycling_chromaffin_cells
SPAG5	Cycling_chromaffin_cells
PSIP1	Cycling_chromaffin_cells
SMC1A	Cycling_chromaffin_cells
CKB	Cycling_chromaffin_cells
HJURP	Cycling_chromaffin_cells
BUB1B	Cycling_chromaffin_cells
MELK	Cycling_chromaffin_cells
HNRNPAB	Cycling_chromaffin_cells
CEP55	Cycling_chromaffin_cells
ONECUT2	Cycling_chromaffin_cells
EZH2	Cycling_chromaffin_cells
TCF19	Cycling_chromaffin_cells
ESCO2	Cycling_chromaffin_cells
LMNB2	Cycling_chromaffin_cells
SKA2	Cycling_chromaffin_cells
RAN	Cycling_chromaffin_cells
NASP	Cycling_chromaffin_cells
DNMT1	Cycling_chromaffin_cells
HDAC2	Cycling_chromaffin_cells
CARHSP1	Cycling_chromaffin_cells
HP1BP3	Cycling_chromaffin_cells
SAMD1	Cycling_chromaffin_cells
CBX1	Cycling_chromaffin_cells
MAD2L2	Cycling_chromaffin_cells
CBX3	Cycling_chromaffin_cells
ASRGL1	Cycling_chromaffin_cells
ARHGAP11B	Cycling_chromaffin_cells
KIAA1524	Cycling_chromaffin_cells
HIRIP3	Cycling_chromaffin_cells
CDC25B	Cycling_chromaffin_cells
CENPV	Cycling_chromaffin_cells
ADRBK2	Cycling_chromaffin_cells
CKAP5	Cycling_chromaffin_cells
SAE1	Cycling_chromaffin_cells
HIST1H2BH	Cycling_chromaffin_cells
FEN1	Cycling_chromaffin_cells
