#hugo	sublist
TSPAN2	negative_c
LOC100506895	negative_c
RAB8B	negative_c
GAS1	negative_c
LZTS1	negative_c
TMEM175	negative_c
STK19	negative_c
DEFB124	negative_c
KLRB1	negative_c
PRSS50	negative_c
RARRES1	negative_c
PEX11G	negative_c
PLA2G4A	negative_c
AP3B2	negative_c
CABIN1	negative_c
SIGLEC7	negative_c
SAFB2	negative_c
FAM73A	negative_c
LOC100506458	negative_c
LDB1	negative_c
DUOX1	negative_c
MIR145	negative_c
NEB	negative_c
RERG	negative_c
CLPX	negative_c
ACADM	negative_c
AVIL	negative_c
TRNP1	negative_c
HAND1	negative_c
KIAA0100	negative_c
SLC36A4	negative_c
ZCCHC24	negative_c
SLC22A7	negative_c
ABHD16A	negative_c
PLD3	negative_c
GAS7	negative_c
LAIR1	negative_c
FBXO44	negative_c
HSD3B1	negative_c
SLC12A6	negative_c
MURC	negative_c
CCDC127	negative_c
VNN1	negative_c
LOC100129940	negative_c
MICA	negative_c
NOTCH1	negative_c
LOC100505767	negative_c
LAMA1	negative_c
FAM186A	negative_c
ENO2	negative_c
CD68	negative_c
SERPINE3	negative_c
CARD14	negative_c
PRPF39	negative_c
KLRC4	negative_c
A2ML1	negative_c
RFX8	negative_c
AFAP1-AS1	negative_c
DLEU7	negative_c
ITPKC	negative_c
SAMD14	negative_c
NT5E	negative_c
KDELR3	negative_c
SHROOM4	negative_c
TAB1	negative_c
MXRA7	negative_c
ARL4C	negative_c
RALA	negative_c
PKD1P1	negative_c
APOLD1	negative_c
LOC100506373	negative_c
CRELD2	negative_c
LY75-CD302	negative_c
KLHL18	negative_c
TTLL11	negative_c
B3GAT1	negative_c
GDPD4	negative_c
MGST1	negative_c
C12ORF49	negative_c
ADAP1	negative_c
GPR116	negative_c
MOXD1	negative_c
LINC00087	negative_c
EP400	negative_c
ARPC4-TTLL3	negative_c
PLBD2	negative_c
GPR17	negative_c
PRCD	negative_c
LOC100508781	negative_c
GRID1	negative_c
LINC00641	negative_c
SECISBP2L	negative_c
TYK2	negative_c
CADM2	negative_c
DSE	negative_c
GALNT6	negative_c
ASH2L	negative_c
LOC100506821	negative_c
MIR4424	negative_c
PTRF	negative_c
PNMA2	negative_c
PRPF4B	negative_c
NR3C1	negative_c
TMEM63C	negative_c
LINC00313	negative_c
TTTY2	negative_c
NEDD4L	negative_c
FLI1	negative_c
RAB25	negative_c
HAP1	negative_c
SNORD38A	negative_c
PLEKHG1	negative_c
ANO8	negative_c
DNAJC15	negative_c
SNX14	negative_c
PRR12	negative_c
DNAJB4	negative_c
EDEM3	negative_c
CDC23	negative_c
SCARA3	negative_c
CREBZF	negative_c
TSPY26P	negative_c
FGD4	negative_c
TIGD5	negative_c
CHD9	negative_c
MYO5C	negative_c
CHAD	negative_c
PKLR	negative_c
CTTNBP2NL	negative_c
CASP10	negative_c
CHL1	negative_c
PIAS3	negative_c
LOC728095	negative_c
HHLA2	negative_c
LOC220729	negative_c
C1S	negative_c
ARHGDIB	negative_c
RDH16	negative_c
GRIN3A	negative_c
CFP	negative_c
UST	negative_c
PDXDC2P	negative_c
CEP57	negative_c
ASMT	negative_c
PMS2P4	negative_c
LOC644936	negative_c
MIR922	negative_c
STXBP2	negative_c
GSTM5	negative_c
SYBU	negative_c
LOC155060	negative_c
HIVEP1	negative_c
ELANE	negative_c
INTS8	negative_c
ADAM10	negative_c
NT5C3	negative_c
GPD2	negative_c
TSC22D1-AS1	negative_c
LRRC49	negative_c
SH3GL2	negative_c
NOV	negative_c
ITIH2	negative_c
CASP3	negative_c
GIN1	negative_c
FAM129B	negative_c
PRKAR2B	negative_c
SORL1	negative_c
KIAA0087	negative_c
LOC100505519	negative_c
PRELID2	negative_c
TTTY2B	negative_c
GJB4	negative_c
SNORD116-9	negative_c
SNORD116-3	negative_c
C3	negative_c
LINC00320	negative_c
GATSL2	negative_c
FAM150B	negative_c
CD302	negative_c
CRTC2	negative_c
IL4	negative_c
TUSC1	negative_c
MSANTD3-TMEFF1	negative_c
MFSD6	negative_c
ACSM1	negative_c
CDKL2	negative_c
NEO1	negative_c
HK1	negative_c
VGLL3	negative_c
SNORD123	negative_c
DENND6A	negative_c
TNRC6C	negative_c
YWHAQ	negative_c
FABP3	negative_c
PRPF38B	negative_c
MFSD8	negative_c
LOC100288123	negative_c
HERC2P2	negative_c
PDSS2	negative_c
NR2F1	negative_c
UCP2	negative_c
C1ORF54	negative_c
C7ORF26	negative_c
TUBGCP3	negative_c
MIR1306	negative_c
THRB	negative_c
KLF3	negative_c
PNPLA4	negative_c
CACNA2D4	negative_c
CITED2	negative_c
TRIP10	negative_c
CNNM3	negative_c
TFDP1	negative_c
STX2	negative_c
EFCAB14	negative_c
MARCH6	negative_c
TSPAN12	negative_c
FLT4	negative_c
KRT23	negative_c
PLXNA3	negative_c
CXXC5	negative_c
WDR86	negative_c
PLEC	negative_c
THAP2	negative_c
CYP11B2	negative_c
GLYCTK	negative_c
M1	negative_c
SNORA75	negative_c
NAALADL2	negative_c
CLEC4GP1	negative_c
N4BP1	negative_c
SGSM3	negative_c
TCEB3	negative_c
TAS1R3	negative_c
MXRA5	negative_c
EMR3	negative_c
LINC00315	negative_c
NCOA6	negative_c
S100A16	negative_c
ADORA3	negative_c
TBX19	negative_c
ESAM	negative_c
B4GALT1	negative_c
TRAF3IP2	negative_c
ZEB1	negative_c
BPHL	negative_c
CYP17A1-AS1	negative_c
CELF2-AS1	negative_c
CCL22	negative_c
KDM3B	negative_c
MXD4	negative_c
SLC24A2	negative_c
BRSK1	negative_c
GRIA2	negative_c
HLA-DMB	negative_c
METTL25	negative_c
ANKRD12	negative_c
SLC25A17	positive_c
SNORD24	positive_c
SEC61B	positive_c
TAB3	positive_c
TACC3	positive_c
BIN3	positive_c
PTTG2	positive_c
TMEM14C	positive_c
LOC389791	positive_c
SCRIB	positive_c
NMD3	positive_c
POU2AF1	positive_c
VWA9	positive_c
FOXF1	positive_c
NUCKS1	positive_c
NKAIN2	positive_c
CTU2	positive_c
NBAS	positive_c
OR7E5P	positive_c
LINC00113	positive_c
ZNF323	positive_c
C20ORF72	positive_c
BLOC1S1	positive_c
MKKS	positive_c
GJC3	positive_c
FAM200A	positive_c
DDX19A	positive_c
C6ORF165	positive_c
ASB6	positive_c
BAD	positive_c
USP2	positive_c
LOC441454	positive_c
DNAAF1	positive_c
ZNF503-AS2	positive_c
MIR302B	positive_c
CLPP	positive_c
GFER	positive_c
C12ORF60	positive_c
FADD	positive_c
DPY30	positive_c
ERVV-1	positive_c
HSP90AA1	positive_c
WNK3	positive_c
ZNF883	positive_c
EIF4G1	positive_c
KLK1	positive_c
CT47A12	positive_c
CT47A11	positive_c
CT47A3	positive_c
CT47A10	positive_c
CT47A9	positive_c
CT47A4	positive_c
CT47A8	positive_c
CT47A5	positive_c
CT47A2	positive_c
NUP50	positive_c
NQO1	positive_c
ESCO2	positive_c
TFAM	positive_c
MT1A	positive_c
HOXD1	positive_c
LSM7	positive_c
C12ORF40	positive_c
SFRP2	positive_c
VMP1	positive_c
BLOC1S5	positive_c
ZNF195	positive_c
MTERFD1	positive_c
SLC25A38	positive_c
AP2S1	positive_c
CCDC91	positive_c
UVSSA	positive_c
PDCD5	positive_c
DKFZP434I0714	positive_c
PPP6R3	positive_c
INCENP	positive_c
NT5C1B	positive_c
LOC100128816	positive_c
FCGR1B	positive_c
SPTLC2	positive_c
CNOT10	positive_c
HSPD1	positive_c
LOC254896	positive_c
CCT5	positive_c
LOC730227	positive_c
FEM1A	positive_c
GAL3ST2	positive_c
TPTE2P6	positive_c
LRRC61	positive_c
C6ORF223	positive_c
PSMA5	positive_c
GPM6A	positive_c
RPL9	positive_c
WDR88	positive_c
DUX5	positive_c
MIR635	positive_c
LOC150051	positive_c
RAB9A	positive_c
VSIG10	positive_c
C11ORF24	positive_c
PAIP2	positive_c
LMO3	positive_c
ERLEC1	positive_c
RNF180	positive_c
C19ORF44	positive_c
LOC649201	positive_c
RPL18A	positive_c
PTPN3	positive_c
OPRM1	positive_c
FAM24B	positive_c
RPS27	positive_c
RORC	positive_c
CHRNB2	positive_c
CHCHD6	positive_c
HIST1H3H	positive_c
ZNF790-AS1	positive_c
MSX2	positive_c
PRAMEF24	positive_c
RABL6	positive_c
DGCR9	positive_c
SNORD80	positive_c
PCOLCE-AS1	positive_c
MAPKAPK5	positive_c
RPS19	positive_c
TMED6	positive_c
LOC100507291	positive_c
SLC37A3	positive_c
LOC100505955	positive_c
SNORD75	positive_c
POFUT2	positive_c
MED14	positive_c
HIST1H4H	positive_c
C4ORF22	positive_c
IP6K3	positive_c
LOC100507661	positive_c
STOX1	positive_c
TINCR	positive_c
GLO1	positive_c
LOC100507032	positive_c
LOC401397	positive_c
GYLTL1B	positive_c
SRSF9	positive_c
LOC646903	positive_c
SRM	positive_c
LINC00701	positive_c
LOC100506563	positive_c
LOC100507206	positive_c
LOC100132352	positive_c
C17ORF47	positive_c
ZNF695	positive_c
MANBAL	positive_c
SSBP4	positive_c
NSUN2	positive_c
PRRX2	positive_c
HIST1H2AH	positive_c
NPW	positive_c
IRAK1BP1	positive_c
ZNF141	positive_c
AIRN	positive_c
GCAT	positive_c
SRF	positive_c
OR2W3	positive_c
LOC644248	positive_c
EBLN1	positive_c
XYLT2	positive_c
BRMS1L	positive_c
MLPH	positive_c
LOC100127983	positive_c
PLA2G3	positive_c
RAB1B	positive_c
LOC100009676	positive_c
API5	positive_c
ZEB1-AS1	positive_c
SPECC1	positive_c
LOC387895	positive_c
C8ORF33	positive_c
CLPB	positive_c
PDE12	positive_c
NRXN3	positive_c
CT47A1	positive_c
LINC00635	positive_c
PPM1G	positive_c
RPL35A	positive_c
MIR3619	positive_c
AIDA	positive_c
CCT3	positive_c
ADRA2A	positive_c
IST1	positive_c
TP53TG3D	positive_c
LOC151121	positive_c
HIST1H2AJ	positive_c
TEAD4	positive_c
SPTLC1	positive_c
BBS7	positive_c
LOC100508227	positive_c
TMEM161B	positive_c
DBNDD2	positive_c
WNK4	positive_c
DUX4L4	positive_c
ZNF829	positive_c
CT47A6	positive_c
KRT74	positive_c
CDC37	positive_c
RNA18S5	positive_c
PIN4	positive_c
FAM174A	positive_c
TICRR	positive_c
RBM14-RBM4	positive_c
C5ORF47	positive_c
PQBP1	positive_c
ACTR5	positive_c
LTB4R	positive_c
BDNF-AS	positive_c
CDCA7L	positive_c
C19ORF47	positive_c
UBAC2-AS1	positive_c
DDX11-AS1	positive_c
RNA5-8S5	positive_c
ZNF23	positive_c
MIR3668	positive_c
TTC30A	positive_c
KCNV1	positive_c
FAM46C	positive_c
C7ORF34	positive_c
TMEM126B	positive_c
NPTX1	positive_c
DDB1	positive_c
ACTR6	positive_c
FAM197Y5	positive_c
FAM197Y2	positive_c
SIAE	positive_c
HBQ1	positive_c
RNU105A	positive_c
RRAGB	positive_c
CCDC104	positive_c
LOC100506422	positive_c
FAM21C	positive_c
TBC1D14	positive_c
TTLL12	positive_c
LOC100505781	positive_c
STL	positive_c
CEBPA-AS1	positive_c
FEZF1	positive_c
SNF8	positive_c
STRIP2	positive_c
SNORA78	positive_c
ART5	positive_c
RPS6	positive_c
MYBL1	positive_c
TLX2	positive_c
CACNG5	positive_c
LOC100131234	positive_c
WNT10B	positive_c
GINS2	positive_c
ARF4	positive_c
HNRNPL	positive_c
MCM6	positive_c
SNORD34	positive_c
XPO5	positive_c
TCEAL7	positive_c
KATNB1	positive_c
NEUROG3	positive_c
GLRA4	positive_c
DUX4L	positive_c
LOC84989	positive_c
VAC14	positive_c
PDZD8	positive_c
NR1H2	positive_c
TMEM194A	positive_c
ID2	positive_c
CCRL1	positive_c
FOXP1-IT1	positive_c
PPP4C	positive_c
TP53TG3	positive_c
FAM87A	positive_c
CBX2	positive_c
IRF2BP1	positive_c
GLTP	positive_c
SBSN	positive_c
ANO7	positive_c
ZNF570	positive_c
NEU1	positive_c
BRCA1	positive_c
C19ORF21	positive_c
ALKBH7	positive_c
RPN2	positive_c
HIST1H1T	positive_c
KLHDC7B	positive_c
PIGO	positive_c
KIAA1656	positive_c
C4ORF3	positive_c
ZNF639	positive_c
LOC100652902	positive_c
SIPA1L1	positive_c
ACPL2	positive_c
FNDC7	positive_c
FBXO15	positive_c
FCGR1C	positive_c
RASGEF1C	positive_c
NDUFA11	positive_c
NOXRED1	positive_c
ZNF442	positive_c
CEBPZ	positive_c
IPO11	positive_c
C16ORF13	positive_c
LOC100505683	positive_c
MIR3942	positive_c
SMTNL2	positive_c
FBXL4	positive_c
SLC35D3	positive_c
ASRGL1	positive_c
BIRC5	positive_c
ABHD1	positive_c
PADI3	positive_c
CDC42BPG	positive_c
NUDT11	positive_c
LINC00189	positive_c
TTTY8B	positive_c
HOXD13	positive_c
POLD1	positive_c
LINC00116	positive_c
MRPS28	positive_c
ERBB4	positive_c
LOC100289361	positive_c
SLC5A5	positive_c
ZP3	positive_c
RNU6-2	positive_c
SMNDC1	positive_c
RNU105C	positive_c
MRPL19	positive_c
MIR210HG	positive_c
MIR1202	positive_c
NPRL3	positive_c
LOC400620	positive_c
C3ORF55	positive_c
MIR103B2	positive_c
TRMT44	positive_c
RPS3	positive_c
PPTC7	positive_c
FOXD4L2	positive_c
FOXD4L4	positive_c
NKD1	positive_c
PLCZ1	positive_c
MIR379	positive_c
ZSWIM4	positive_c
ASB10	positive_c
LINC00317	positive_c
C7ORF57	positive_c
OFD1	positive_c
FAM210A	positive_c
SMIM15	positive_c
DDX55	positive_c
KRT10	positive_c
FRMPD2	positive_c
LOC100507554	positive_c
LOC100289097	positive_c
LOC100289650	positive_c
C9ORF85	positive_c
SLC6A18	positive_c
CBWD3	positive_c
HRASLS	positive_c
CCDC148	positive_c
PSMC1	positive_c
RGS9BP	positive_c
DCUN1D3	positive_c
PCGF6	positive_c
SFTPD	positive_c
GAS5	positive_c
RSPH1	positive_c
CYP2F1	positive_c
LOC728716	positive_c
TRIB3	positive_c
SEC61G	positive_c
LOC729080	positive_c
LOC283731	positive_c
CHMP5	positive_c
NDUFB7	positive_c
ADM5	positive_c
LOC100129297	positive_c
TSNAX	positive_c
CRABP2	positive_c
EIF3F	positive_c
AGPAT2	positive_c
PAPSS1	positive_c
SPANXC	positive_c
PARP1	positive_c
SLC7A5P2	positive_c
CDC14B	positive_c
UMOD	positive_c
OPN1LW	positive_c
PPM1L	positive_c
STK24	positive_c
DNASE1L2	positive_c
CDK8	positive_c
PDS5A	positive_c
FTH1P3	positive_c
FLJ16341	positive_c
BCL2L2-PABPN1	positive_c
RFC3	positive_c
LOC158572	positive_c
CXCL11	positive_c
NUP155	positive_c
UBE2MP1	positive_c
TMEM254-AS1	positive_c
SLC26A2	positive_c
LOC100506272	positive_c
LOC100506128	positive_c
ERGIC3	positive_c
CEP78	positive_c
DYNLT3	positive_c
PROB1	positive_c
MRPL14	positive_c
RPS27L	positive_c
IL1RAPL2	positive_c
ASPHD1	positive_c
TSHR	positive_c
BCORL1	positive_c
EEF1B2	positive_c
LINC00229	positive_c
GSPT1	positive_c
SLC29A3	positive_c
PLK4	positive_c
CCDC42B	positive_c
CCDC110	positive_c
ZNF880	positive_c
LOC100506710	positive_c
KCP	positive_c
PLS1	positive_c
FIBCD1	positive_c
PKP2	positive_c
SCARNA22	positive_c
EXOSC2	positive_c
DEFB109P1	positive_c
ZNF766	positive_c
ANKRD18CP	positive_c
SMIM1	positive_c
PIP4K2C	positive_c
NEURL2	positive_c
C9ORF163	positive_c
GRK5	positive_c
GDAP2	positive_c
IGSF21	positive_c
APH1A	positive_c
STC1	positive_c
KRTAP20-2	positive_c
B4GALT3	positive_c
RARG	positive_c
RPS25	positive_c
CAMKMT	positive_c
MLYCD	positive_c
LDB3	positive_c
FTSJD1	positive_c
PNLIPRP1	positive_c
PP13	positive_c
DCLRE1C	positive_c
FAM22F	positive_c
MRPS22	positive_c
LOC100507316	positive_c
PLEKHB1	positive_c
PFDN4	positive_c
DCUN1D1	positive_c
ZCCHC7	positive_c
HADHB	positive_c
KLK4	positive_c
SULT6B1	positive_c
RPL31	positive_c
SLC25A32	positive_c
MRPS36	positive_c
SLC22A17	positive_c
COG7	positive_c
MAGEA1	positive_c
WDR45L	positive_c
GUK1	positive_c
TRMT61B	positive_c
LINC00659	positive_c
MIR4729	positive_c
PHB2	positive_c
ZNF236	positive_c
VAX1	positive_c
FAM199X	positive_c
RPL41	positive_c
NIPAL2	positive_c
KAT5	positive_c
THG1L	positive_c
ORAOV1	positive_c
KRTAP10-7	positive_c
MUC3A	positive_c
TNFSF9	positive_c
C1ORF109	positive_c
LOC285889	positive_c
LIN54	positive_c
POLR1E	positive_c
LOC100129636	positive_c
CYP26A1	positive_c
HIST1H4D	positive_c
STEAP1	positive_c
RPL23P8	positive_c
LINC00613	positive_c
LOC646329	positive_c
SLC6A12	positive_c
LOC100505942	positive_c
RPL30	positive_c
NDUFA3	positive_c
ZNF732	positive_c
RNU2-2	positive_c
GALNTL5	positive_c
C7ORF50	positive_c
LOC100129502	positive_c
FAM186B	positive_c
KRT77	positive_c
SNORA43	positive_c
TMEM232	positive_c
LOC100509247	positive_c
FGFR1	positive_c
CLOCK	positive_c
MIR103A2	positive_c
QSOX1	positive_c
GALR1	positive_c
OR1E1	positive_c
CDK2AP1	positive_c
RPL31P11	positive_c
TNFRSF10B	positive_c
RASGRF1	positive_c
FAM45B	positive_c
DGAT2	positive_c
COX6A1	positive_c
SLC7A5P1	positive_c
SLC33A1	positive_c
SNORD15B	positive_c
RBM4	positive_c
LINC00588	positive_c
SMEK1	positive_c
ZNF674	positive_c
PROSC	positive_c
ZNF787	positive_c
ACTR3B	positive_c
ZNF32	positive_c
SCGB2A1	positive_c
PSG9	positive_c
SERTM1	positive_c
GDF15	positive_c
ATP2A1	positive_c
NOP14-AS1	positive_c
HCAR3	positive_c
CCT2	positive_c
TCOF1	positive_c
CRH	positive_c
CAPN14	positive_c
SNORD14A	positive_c
ZNF443	positive_c
BNIP3	positive_c
SPG20	positive_c
TMPRSS11GP	positive_c
ZNF480	positive_c
FAM132B	positive_c
AP1S2	positive_c
ATP5G1	positive_c
IRX6	positive_c
HCAR2	positive_c
GH1	positive_c
RPL17	positive_c
TMC3	positive_c
LOC100128338	positive_c
ZNF295	positive_c
PAGE1	positive_c
RMND5B	positive_c
C16ORF90	positive_c
LOC388499	positive_c
COX6C	positive_c
PSME4	positive_c
MIR1181	positive_c
SNORD73A	positive_c
DDX3X	positive_c
C14ORF93	positive_c
C8ORF56	positive_c
DAZAP1	positive_c
FAM151A	positive_c
AMPD1	positive_c
ISPD	positive_c
ARHGEF35	positive_c
CFDP1	positive_c
PDSS1	positive_c
MIPEP	positive_c
CSTB	positive_c
TROVE2	positive_c
RPS18	positive_c
LTV1	positive_c
DOK1	positive_c
ALX1	positive_c
C14ORF79	positive_c
MIR3913-1	positive_c
MIR3913-2	positive_c
SP140L	positive_c
HMGN5	positive_c
USP17L7	positive_c
SOX3	positive_c
GFRA4	positive_c
OR7E14P	positive_c
DFFA	positive_c
C1ORF167	positive_c
DNA2	positive_c
ATP6V1G1	positive_c
EFCAB4B	positive_c
FERMT2	positive_c
DOHH	positive_c
GCK	positive_c
RPL10	positive_c
ASS1	positive_c
DBF4	positive_c
CTNNA3	positive_c
MARC1	positive_c
TRIM37	positive_c
BRE	positive_c
DNAL4	positive_c
LOC100506295	positive_c
HDDC3	positive_c
ZDHHC1	positive_c
SRRM2-AS1	positive_c
LOC100507376	positive_c
SURF6	positive_c
WISP2	positive_c
MYCNOS	positive_c
DLEC1	positive_c
PIDD	positive_c
MIEN1	positive_c
DEXI	positive_c
LOC100506869	positive_c
SERGEF	positive_c
SLC24A3	positive_c
THOP1	positive_c
LOC283761	positive_c
DIMT1	positive_c
CENPB	positive_c
SPATA31A3	positive_c
CMTM4	positive_c
GPATCH2	positive_c
CGB7	positive_c
CCNB1IP1	positive_c
ZNF22	positive_c
GSTCD	positive_c
RPL12	positive_c
WDR96	positive_c
WBP2NL	positive_c
TSPY4	positive_c
TRIM60	positive_c
SNX12	positive_c
MCFD2	positive_c
MIR211	positive_c
HDGF	positive_c
ZBTB25	positive_c
LOC100506392	positive_c
TEX30	positive_c
CCDC175	positive_c
CCDC67	positive_c
CBX3	positive_c
TRAPPC2P1	positive_c
HIST1H2BM	positive_c
SNHG8	positive_c
GAGE10	positive_c
FHL5	positive_c
CRYM-AS1	positive_c
LOC554206	positive_c
LRP2BP	positive_c
C10ORF12	positive_c
CT45A5	positive_c
HINT1	positive_c
TATDN1	positive_c
IER5	positive_c
TMCO1	positive_c
SPATA25	positive_c
SPACA5B	positive_c
LOC100507330	positive_c
FAM95B1	positive_c
MIR7-3HG	positive_c
DCDC1	positive_c
PIAS2	positive_c
NUBP2	positive_c
CTBP1-AS1	positive_c
LOC100499183	positive_c
MTRNR2L4	positive_c
LOC100233156	positive_c
CCNI	positive_c
CRISPLD1	positive_c
HPRT1	positive_c
GK3P	positive_c
MFSD5	positive_c
ZNF79	positive_c
RPS2	positive_c
CPA1	positive_c
MOSPD2	positive_c
MAB21L3	positive_c
ARHGEF26-AS1	positive_c
CDC45	positive_c
SLC9C2	positive_c
CEP128	positive_c
KDELR1	positive_c
PCOLCE	positive_c
OPN1SW	positive_c
DSN1	positive_c
CEP152	positive_c
CACNA1F	positive_c
SLC25A48	positive_c
SNORD76	positive_c
VPS37B	positive_c
SNORA65	positive_c
RECQL5	positive_c
PKDREJ	positive_c
BET1	positive_c
TMEM187	positive_c
ZNF622	positive_c
NAA60	positive_c
HIST2H2BE	positive_c
HSPE1	positive_c
HIST1H2BN	positive_c
BAIAP2L1	positive_c
WIF1	positive_c
KIF4B	positive_c
MIR4497	positive_c
TSPY3	positive_c
KIAA1919	positive_c
MIR1302-9	positive_c
NANOS2	positive_c
ZDHHC4	positive_c
PRAMEF7	positive_c
FKBP2	positive_c
TRNT1	positive_c
FCGR1A	positive_c
EGFEM1P	positive_c
RPS11	positive_c
MAGOH	positive_c
PDHX	positive_c
KIF18A	positive_c
LAMTOR5	positive_c
LOC100499227	positive_c
AAR2	positive_c
CDC14C	positive_c
OR1J1	positive_c
PPARA	positive_c
NDUFB11	positive_c
ZNF729	positive_c
CARS	positive_c
OR4A16	positive_c
LOC339298	positive_c
TMEM101	positive_c
CCDC58	positive_c
C10ORF53	positive_c
E2F8	positive_c
CHAC2	positive_c
MELK	positive_c
RPLP1	positive_c
SPANXD	positive_c
COL23A1	positive_c
STAMBP	positive_c
LOC402160	positive_c
KCNA4	positive_c
EN1	positive_c
UQCRBP1	positive_c
ZNF396	positive_c
TSPY8	positive_c
LOC284757	positive_c
PARVB	positive_c
TSN	positive_c
PIGG	positive_c
FAM227A	positive_c
HOXD10	positive_c
KCNJ14	positive_c
FAM35B2	positive_c
PLGRKT	positive_c
CD200R1L	positive_c
LOC729683	positive_c
TYMS	positive_c
LOC401068	positive_c
ABCC8	positive_c
USH1C	positive_c
TMEM219	positive_c
HRAS	positive_c
CBX8	positive_c
SNORD47	positive_c
ANP32B	positive_c
ASIP	positive_c
LOC100508736	positive_c
OR10AG1	positive_c
XKRY2	positive_c
XKRY	positive_c
MATN3	positive_c
DDX54	positive_c
ZNF702P	positive_c
LCN1	positive_c
ZNF574	positive_c
ZBTB41	positive_c
VWA5B2	positive_c
MRPL42	positive_c
DKFZP686O1327	positive_c
CTNNBL1	positive_c
BTC	positive_c
IGFL3	positive_c
MIR3147	positive_c
LOC100129931	positive_c
FAM90A2P	positive_c
PA2G4P4	positive_c
HCG23	positive_c
CA7	positive_c
PCDP1	positive_c
LINC00636	positive_c
MXD3	positive_c
RAB33A	positive_c
RBMX	positive_c
SEC24B	positive_c
C19ORF70	positive_c
LIAS	positive_c
LOC349196	positive_c
ZNF674-AS1	positive_c
EBP	positive_c
BTN1A1	positive_c
NOP9	positive_c
PIGC	positive_c
TAC1	positive_c
TFRC	positive_c
C4ORF21	positive_c
FLJ16779	positive_c
SCARNA2	positive_c
ZNF45	positive_c
TSFM	positive_c
LOC100506113	positive_c
ZNF280A	positive_c
NUP188	positive_c
LOC100287576	positive_c
TSPY10	positive_c
LOC400891	positive_c
KRTAP10-8	positive_c
GTF2F1	positive_c
ZNF610	positive_c
DNAJC25	positive_c
LOC692247	positive_c
TMEM252	positive_c
NODAL	positive_c
GAGE12B	positive_c
PPP1R11	positive_c
AURKA	positive_c
KRT26	positive_c
BCAS2	positive_c
GJA9	positive_c
SYS1-DBNDD2	positive_c
CXCL9	positive_c
TMEM140	positive_c
FAM86JP	positive_c
HM13	positive_c
PRR3	positive_c
CRISP2	positive_c
LOC100507207	positive_c
NRL	positive_c
NFKBIL1	positive_c
RAET1K	positive_c
LOC145837	positive_c
ZFP62	positive_c
LOC100506059	positive_c
SATB2	positive_c
TMEM27	positive_c
LOC100653336	positive_c
INSL3	positive_c
TSSC1	positive_c
OR51B2	positive_c
FAU	positive_c
OVOS2	positive_c
GAGE12H	positive_c
CCK	positive_c
MRGBP	positive_c
YTHDF1	positive_c
CRIPT	positive_c
ZNF169	positive_c
BMP6	positive_c
TMEM126A	positive_c
LOC440040	positive_c
VSX1	positive_c
NDUFV1	positive_c
XCL1	positive_c
LOC100506325	positive_c
SPANXE	positive_c
LOC283688	positive_c
MLF1IP	positive_c
MPHOSPH6	positive_c
EEF1G	positive_c
HGS	positive_c
PHACTR3	positive_c
TIMELESS	positive_c
SLMO2-ATP5E	positive_c
LOC550113	positive_c
SFTA3	positive_c
C16ORF93	positive_c
LOC100505920	positive_c
LOC284751	positive_c
CCNG1	positive_c
LOC285548	positive_c
ELP4	positive_c
PODNL1	positive_c
STX10	positive_c
RPS15	positive_c
RPL13	positive_c
PRAMEF8	positive_c
HIST1H2AK	positive_c
ATAD1	positive_c
NENF	positive_c
IFI6	positive_c
CRABP1	positive_c
CEACAM7	positive_c
FAM35B	positive_c
SLX1A	positive_c
SLX1B	positive_c
KNTC1	positive_c
MRPL1	positive_c
TSPY2	positive_c
HIST1H4E	positive_c
BRD7	positive_c
LOC729770	positive_c
ZNF226	positive_c
FAM22G	positive_c
LOC727710	positive_c
ASF1B	positive_c
SERP1	positive_c
FADS1	positive_c
MNS1	positive_c
LHX3	positive_c
RDH12	positive_c
FAM101A	positive_c
FBXO46	positive_c
CRYM	positive_c
TMEM205	positive_c
C19ORF77	positive_c
TCP11	positive_c
ANKRD33B	positive_c
AATF	positive_c
RNASEH2C	positive_c
UBE2K	positive_c
ANKRD26P3	positive_c
NXPE4	positive_c
FGFBP2	positive_c
IRX5	positive_c
EML1	positive_c
FBXL15	positive_c
TACR1	positive_c
ARHGDIA	positive_c
JPH4	positive_c
ETFA	positive_c
MID1IP1	positive_c
MIR218-2	positive_c
C14ORF159	positive_c
LCE5A	positive_c
TYSND1	positive_c
MLST8	positive_c
MRPL28	positive_c
HOXB13	positive_c
LOC284412	positive_c
C15ORF56	positive_c
OR52D1	positive_c
ERI1	positive_c
CCDC103	positive_c
IZUMO2	positive_c
RELL2	positive_c
FAHD2CP	positive_c
MAGIX	positive_c
HUS1	positive_c
ARL5C	positive_c
OCIAD2	positive_c
SF3B14	positive_c
TMEM151A	positive_c
SNORA56	positive_c
FLNC	positive_c
RAI2	positive_c
CASR	positive_c
AKT1S1	positive_c
UCN	positive_c
ATP6V1E2	positive_c
MCM10	positive_c
QSER1	positive_c
GPR26	positive_c
KRTAP5-1	positive_c
MT1IP	positive_c
GSTZ1	positive_c
ADI1	positive_c
RNF34	positive_c
NUDT9	positive_c
FAM160A2	positive_c
ALDH1L1-AS2	positive_c
PTCD1	positive_c
SLC30A6	positive_c
DMRT3	positive_c
OR2C3	positive_c
AGA	positive_c
HOXA6	positive_c
SLC39A4	positive_c
NUFIP1	positive_c
MUC12	positive_c
KLHL8	positive_c
