#hugo	exprssn_associated_to_larger_survival
LAX1	low
B3GALT4	low
ENDOD1	low
FAM109A	low
PARK2	low
GRIA1	low
IL6R	low
ARG1	low
LOC100287896	low
PCYOX1	low
STX11	low
LOC441455	low
STARD10	low
EPHA1	low
CER1	low
VAMP3	low
SCYL3	low
VPREB3	low
PLAC8L1	low
RALGPS1	low
BAZ2A	low
ZFPM2	low
LOC100499484-C9ORF174	low
RICTOR	low
IRF9	low
C8ORF4	low
TRABD2A	low
ATP6V0C	low
ZDHHC18	low
WDR64	low
MIR4648	low
MARCH9	low
DYNC1I1	low
NOTCH2NL	low
PI4KB	low
CLEC18C	low
CBLN3	low
PCDHB1	low
SNORA59B	low
SNORA59A	low
SOGA3	low
ZFP2	low
CLK4	low
ARSD-AS1	low
LOC100128108	low
LOC644135	low
UBA7	low
KIAA0825	low
HENMT1	low
ANKRD12	low
TBX19	low
PYHIN1	low
FIG4	low
ARHGEF3	low
TMEM86B	low
VAV1	low
RERGL	low
LOC100506388	low
GOLGA8O	low
FBLN7	low
JAKMIP3	low
PLCB2	low
CTXN2	low
MINOS1	low
ALOX5	low
LOC79015	low
RAET1G	low
SLC2A1-AS1	low
PCED1B-AS1	low
TGOLN2	low
DVL1	low
TNR	low
MAPK8IP2	low
MIR4709	low
LOC100288332	low
C16ORF54	low
NOX5	low
PIP5K1B	low
EDN1	low
WASH2P	low
NCKAP1L	low
GLYCTK	low
COL9A2	low
PCED1B	low
SGK494	low
SLC34A2	low
HMGCL	low
HOXB3	low
LTA	low
KIAA1211L	low
GSDMD	low
STXBP5L	low
DAPP1	low
RASGRP2	low
HSFX1	low
LOC284080	low
SPAG6	low
LIMK1	low
SNX20	low
FLJ45445	low
HCG26	low
SAMD9L	low
LOC100506302	low
CASP10	low
LPP	low
ARMCX4	low
DIP2A	low
FAM180B	low
SYK	low
CD74	low
BRAT1	low
LOC388242	low
C1ORF54	low
ZFP28	low
IL27RA	low
RAB2A	low
HRH1	low
HSPB1	low
NRD1	low
DPYS	low
LEPREL2	low
MICA	low
CCDC126	low
KIAA1468	low
FAM214B	low
BSN	low
PCMTD1	low
PELP1	low
LRP2BP	low
C1ORF229	low
LOC100130071	low
LOC100507747	low
ST6GALNAC2	low
NIM1	low
SLC51B	low
RNF216	low
STX1B	low
SIGLEC5	low
CCDC36	low
PLXNB3	low
LOC100128028	low
CHKB-CPT1B	low
NOTCH3	low
AMZ2P1	low
OSBPL6	low
ARHGAP30	low
LILRB3	low
H6PD	low
KIAA1875	low
NBEAL2	low
MIR939	low
CDH3	low
LOC100506917	low
OCLN	low
CSRNP3	low
UBL3	low
SNX16	low
RNU7-1	low
FLJ26850	low
STBD1	low
STAG3L3	low
INSL5	low
LOC100130027	low
MXRA7	low
ACR	low
PEA15	low
LOC100505639	low
FAM104A	low
ST7L	low
FOXO3	low
ESRG	low
TRIM17	low
LOC100128374	low
HNRNPU-AS1	low
GNMT	low
GPN2	low
ATG16L2	low
PDCD1LG2	low
MICB	low
YWHAH	low
CDO1	low
SGCE	low
C2ORF88	low
PCDH10	low
TBRG1	low
PPFIBP2	low
OBSL1	low
VPS9D1	low
UBXN4	low
UCKL1-AS1	low
CD47	low
LINC00685	low
TRPA1	low
LINC00675	low
SNORD115-45	low
TSPAN32	low
MBP	low
TMEM199	low
PLAT	low
CSF2RB	low
CYP2G1P	low
LOC100216546	low
CD53	low
RBM47	low
FAM214A	low
LZTR1	low
LOC100507530	low
CDH1	low
EIF4G3	low
NMT2	low
PION	low
CCNJL	low
ATP6V1B2	low
LRRC3B	low
MYLK	low
LOC100287166	low
TMPRSS3	low
DBNL	low
ASPRV1	low
TNFSF15	low
GRIK2	low
HOXC6	low
TUBGCP4	low
RAPGEF4-AS1	low
ADCK2	low
NMNAT1	low
GNG12	low
LGALS8	low
LAMA3	low
RASL10A	low
PARP11	low
IFT172	low
ASTN1	low
ZNF300P1	low
LASP1	low
PSAP	low
SYNGR2	low
LOC100293534	low
C4B	low
PCBP1-AS1	low
MIR1914	low
OVCH2	low
DRAXIN	low
AKR7L	low
LOC100505679	low
EBI3	low
ELOVL1	low
GIGYF1	low
TNFRSF6B	low
LOC644794	low
LAIR1	low
KPNA6	low
TRA2A	low
GABRG1	low
PEF1	low
LCN12	low
LOC100128364	low
ZFP36L1	low
UPF3A	low
PIGV	low
CLEC12B	low
GADD45G	low
RAB18	low
BTK	low
VSIG8	low
NR2E3	low
N4BP2L2-IT2	low
FAM220A	low
HRC	low
SLCO1C1	low
GHRL	low
NAT8	low
MEIS3	low
MARCKSL1	low
HEY2	low
SLFN12	low
ZC3H6	low
PCNXL2	low
PACS1	low
TRAT1	low
DMPK	low
RGS16	low
RAB6C	low
FBXW12	low
SNORD55	low
FBRSL1	low
PRAM1	low
MVB12B	low
NCF4	low
IFI27L1	low
HLA-L	low
CSNK1D	low
STAG3L1	low
PALM	low
INO80B	low
LINC00526	low
TMEM8B	low
CHIC1	low
SORL1	low
PMS2L2	low
FLJ13197	low
ZC3H12B	low
ROM1	low
LPAL2	low
KIAA1211	low
RC3H1	low
DDIT3	low
NPIP	low
LOC145783	low
ITIH4	low
PAPSS2	low
LOC100272216	low
DBH	low
LOC390660	low
ZMYM4	low
MIR100HG	low
HMX1	low
CALM3	low
ERP27	low
TRAK2	low
DPP4	low
GPR158	low
C14ORF180	low
CMIP	low
MAPK7	low
SLC36A4	low
TSHZ1	low
FOXD2	low
SERPINF2	low
PKLR	low
MIR22HG	low
GPR61	low
SLC10A5	low
STX7	low
EPHB6	low
SELM	low
CHST12	low
LOC100272228	low
RASSF5	low
SLC6A16	low
TMEM163	low
GPR37L1	low
VSTM4	low
SEMA4F	low
MN1	low
GOLGA8H	low
ALOX12	low
MOG	low
KIAA1644	low
DIO1	low
MAGI2-AS3	low
ARMCX1	low
CCL4L1	low
CPNE8	low
ABCA17P	low
CALCOCO2	low
SIRPG	low
LOC728875	low
CLCC1	low
ZSWIM6	low
CADM2	low
EPHB3	low
GOLGA8B	low
FBXO11	low
CYP17A1	low
KYNU	low
ALDH1A1	low
GRIPAP1	low
MAST1	low
AQP7P1	low
SLC9A6	low
GUCA1B	low
TGFB1	low
GGTLC2	low
ECE2	low
CLDN4	low
VSIG2	low
S1PR3	low
P2RX6	low
LSP1	low
LINC00629	low
RGL1	low
FAM81B	low
DUSP22	low
C10ORF85	low
TLR5	low
B3GNT8	low
ZNF83	low
BOK-AS1	low
ADAMDEC1	low
ETS1	low
OCM2	low
TAS2R19	low
RRAS	low
CDC42EP4	low
TMEM220	low
ARHGAP15	low
CLK3	low
ABCF3	low
ATPAF1	low
FRAT1	low
PRKACA	low
LOC100506963	low
LENG9	low
PRPSAP1	low
TEPP	low
FXYD6-FXYD2	low
LDLRAP1	low
SIRPA	low
KLKB1	low
GLB1L3	low
CTBS	low
C3ORF49	low
SLC25A41	low
PAM	low
TRPC1	low
AK2	low
TESK2	low
SS18L1	low
NEK5	low
CSF1R	low
LOC642441	low
DDHD2	low
SLC9A1	low
LINC00265	low
MPHOSPH8	low
ARHGAP25	low
KLRB1	low
MEF2D	low
TRIT1	low
SH3PXD2A	low
TAS1R3	low
ERRFI1	low
ADPRHL1	low
TERF2IP	low
FAM189A2	low
LHPP	low
FLT1	low
C4A	low
C9ORF9	low
NUP210L	low
LOC100506319	low
SLC24A4	low
RAB20	low
PRSS8	low
CCL4	low
CCDC84	low
NINJ2	low
PACRG	low
C11ORF52	low
ITGA7	low
ITPKB	low
SPHAR	low
AMN1	low
RAB26	low
EMP3	low
MIR137	low
LOC100507131	low
AIF1	low
LINC00085	low
SLC1A4	low
SLC37A2	low
MMEL1	low
FSTL3	low
PROK1	low
TBC1D28	low
APOBEC3H	low
FERMT3	low
BEND6	low
PLEKHA2	low
MFSD1	low
RBM43	low
DAGLB	low
TMEM52	low
CLIC5	low
SLC31A2	low
C5ORF56	low
BAIAP2L2	low
CD82	low
SESN1	low
KCNRG	low
WDR66	low
MICAL1	low
LOC100506310	low
MTMR7	low
RBCK1	low
PKD2L2	low
LOC100130370	low
FAM229A	low
GBAS	low
PTPN12	low
KRT17	low
LINC00482	low
IRS1	low
LOC100130357	low
TMEM62	low
NR2C2	low
ATP6V0E2	low
SLC16A12	low
VMO1	low
GRAMD1B	low
ASAH1	low
BEND5	low
MYRIP	low
KCNJ10	low
LOC100287177	low
IGLL3P	low
CRCP	low
ACTL6B	low
ARFGAP3	low
SYT4	low
CALB1	low
GOLGA8S	low
LGALS9	low
MSN	low
CTSK	low
IFIT2	low
HOXB4	low
KLF12	low
RIC3	low
ZNF692	low
EXOC6B	low
ASB15	low
DUSP16	low
LOC644838	low
VPS11	low
CYB5R3	low
SNORA66	low
ACER2	low
APOE	low
LOC100132240	low
KCNQ5	low
SBSPON	low
LEPROT	low
C6ORF62	low
INE2	low
RCAN3	low
PSMD6-AS2	low
SNORA31	low
R3HDM1	low
NPHP3	low
NUDT16P1	low
WDR6	low
LOC283174	low
CNTROB	low
ATP8B1	low
FZR1	low
LOC100506295	low
TFAP2C	low
SPDYE3	low
DNAH17	low
GATA6	low
PRR5-ARHGAP8	low
POU2F2	low
TRIM23	low
PACSIN2	low
XPR1	low
TTC16	low
ARSE	low
PROS1	low
PLP1	low
FBXO2	low
MORN3	low
HOXB6	low
STAT5B	low
MIR3936	low
RNF146	low
CD7	low
ZMIZ1	low
CACNG4	low
ROGDI	low
LOC389033	low
LOC283070	low
C16ORF47	low
PRKAG2-AS1	low
C1QTNF3	low
TMEM151B	low
THSD1	low
JARID2	low
ARRDC2	low
GIMAP8	low
GCSHP3	low
SUN1	low
BASP1	low
EFNB2	low
LINC00607	low
RNF224	low
A2ML1	low
CRYAB	low
TANGO2	low
KRT81	low
TNF	low
CISD3	low
ZFHX3	low
SPIRE2	low
CCDC154	low
PMP2	low
CLEC10A	low
RIMKLA	low
LY86	low
MUSTN1	low
SH2D1B	low
MARK1	low
CYTH4	low
LOC653160	low
KCTD13	low
SHROOM2	low
RPS10P7	low
IL10RB	low
LAPTM5	low
RBBP4	low
LOC387723	low
MIR1233-2	low
MIR1233-1	low
POGZ	low
RTN1	low
SAMD3	low
RCOR3	low
FBN3	low
PAPLN	low
NKTR	low
GCKR	low
LOC100287477	low
CCL5	low
BCRP3	low
SOS2	low
UBE3B	low
TCEAL3	low
NEURL	low
MLXIP	low
LOC254128	low
SEPT7	low
TTBK1	low
TRIM45	low
RYR2	low
CRIP1	low
KDM4C	low
LINC00342	low
HEATR8-TTC4	low
CDADC1	low
NAALADL2	low
CASC4	low
SLC17A9	low
LOC100505585	low
CCL4L2	low
MIR630	low
ANKRD22	low
TMBIM1	low
CDK11A	low
FGR	low
SMIM14	low
TMBIM6	low
ST6GALNAC5	low
KRT222	low
SLC27A1	low
KIRREL3-AS3	low
PXN	low
SCG5	low
CCDC62	low
UPK2	low
ANKRD46	low
NFASC	low
RHBDF2	low
DTX1	low
MYLK4	low
NPEPL1	low
GNG3	low
LOC646021	low
PABPC1L	low
EFHC1	low
RAB3A	low
SMAD9	low
MED11	low
RDH5	low
CD3G	low
RAPGEF4	low
UROD	low
LOC494127	low
SMARCD3	low
PILRB	low
INSC	low
CYP2D6	low
TUBB2B	low
LOC100131434	low
HTR4	low
IL2RB	low
PRF1	low
PITPNM2	low
LOH12CR2	low
HTATSF1P2	low
MEGF11	low
HEXA	low
LILRA4	low
ATHL1	low
AGAP1	low
TBX20	low
SRPK3	low
SPATC1	low
CERS4	low
TRIOBP	low
LOC100130744	low
C1ORF126	low
HLA-E	low
TBXAS1	low
PDZD3	low
LMF1	low
DLGAP3	low
EPX	low
ARL9	low
LOC100505716	low
C17ORF100	low
ZNF710	low
TTC25	low
PRICKLE3	low
RFNG	low
SYNJ2	low
RAD52	low
STK36	low
ZNF655	low
ARSD	low
COQ10A	low
ARHGAP1	low
ABHD11	low
SERPINA1	low
SNORD116-20	low
CMKLR1	low
WDR11	low
MRPS25	low
PKD1P1	low
TRPM3	low
FAM228B	low
PRKAA2	low
PPP2R2C	low
SLC25A11	low
GAB3	low
DCC	low
TAPBPL	low
SGK3	low
LOC345051	low
CNKSR1	low
BCL2L15	low
C6ORF165	low
KRT86	low
TMEM91	low
CD1D	low
DCDC2	low
LOC100506985	low
SCRG1	low
RHPN2	low
RBMS2	low
LOC100289019	low
EMCN	low
GPATCH8	low
CBFA2T2	low
SH3GL1P1	low
TMC2	low
C1QTNF3-AMACR	low
PBX2	low
MYL6	low
MVK	low
PNRC1	low
DNAJC30	low
P2RY13	low
ARHGEF12	low
SIPA1	low
NOTCH2	low
CXORF21	low
TNFRSF4	low
SLCO2B1	low
TMC6	low
MYO1D	low
RAPGEF3	low
LSAMP	low
SSH1	low
MYH10	low
HOXB9	low
APC2	low
APBB1IP	low
UAP1L1	low
FOXD2-AS1	low
RPS6KA2	low
TRIM46	low
NUMBL	low
GNAI2	low
SYTL1	low
ADARB1	low
HPX	low
RAB27A	low
LPHN1	low
SEMA4C	low
PSD4	low
TMEM47	low
NPPA	low
DUSP3	low
CITED2	low
EFCAB2	low
DNAI1	low
MAMDC4	low
CRHBP	low
LOC440993	low
LANCL2	low
BCO2	low
MTMR11	low
COL15A1	low
CYB5R2	low
HERPUD2	low
SNORD7	low
TP63	low
DNAJC5	low
ZNF483	low
GOLGA1	low
ECT2L	low
RREB1	low
TNK1	low
LRRCC1	low
CYP21A2	low
SIGLEC17P	low
NPTN	low
COL21A1	low
CCDC57	low
ARHGEF6	low
ODF4	low
RNF14	low
SCRN3	low
LBX2-AS1	low
TAP1	low
GRAMD3	low
VPS4B	low
FAM161B	low
ZNF117	low
PROKR1	low
SENP6	low
LOC728093	low
CORO7	low
PPP1R15A	low
PCDHB3	low
C5ORF44	low
LINC00322	low
PRKAA1	low
COL18A1	low
ALPK1	low
HLA-DRA	low
SMYD4	low
HLA-DPB1	low
MIIP	low
TRIM38	low
ZC3H7B	low
TRIM22	low
ARAP2	low
CHST9	low
SLC7A4	low
LOC338799	low
TRPM4	low
FAM171A2	low
TGFBR3	low
PXDN	low
CMPK1	low
MEG3	low
KIAA1462	low
PTPRC	low
LOC653739	low
LOC399744	low
PACRG-AS1	low
TMEM169	low
PPIP5K2	low
ADAM11	low
SGCB	low
ACSBG1	low
ITGAL	low
PLCH2	low
HHLA1	low
LEMD1	low
DISC1	low
SLC38A11	low
IPP	low
LOC100505710	low
VSIG10L	low
FKBP9	low
LINC00315	low
SEZ6	low
TTLL1	low
P2RY6	low
EXTL2	low
LINC00634	low
FOXL1	low
LRRC4B	low
RNF213	low
WDR60	low
USP4	low
TCAP	low
LOC100132581	low
POLR2J2	low
LINC00222	low
PSD	low
TEX38	low
RGCC	low
CLEC18A	low
LOC284578	low
C8ORF44	low
PGR	low
ZNF800	low
DOCK9	low
GPR141	low
LOC148413	low
GSTA4	low
CCM2	low
CRYGS	low
FAM85A	low
PRPF8	low
GPR55	low
LOC100506274	low
PPT2	low
HOXB5	low
CARKD	low
PDLIM7	low
ANO9	low
CLEC19A	low
ANKRD23	low
SYT1	low
FNDC4	low
LOC100130231	low
ANKRD10	low
PDZK1	low
FXR2	low
MYCBPAP	low
NEK7	low
CMTM3	low
SEMA4G	low
ZNF575	low
LOC100506474	low
MIR499B	low
LOC401317	low
ORAI2	low
IDO2	low
LOC201617	low
KLF9	low
MIR4793	low
TTC36	low
ZDHHC14	low
CD244	low
FAM160B1	low
TSPAN1	low
THEMIS2	low
FLJ31485	low
LOC100131089	low
CD38	low
IL12B	low
GCNT2	low
LOC100129083	low
SIRT3	low
SKAP2	low
CD2	low
NOV	low
LFNG	low
SNORA61	low
ABTB1	low
FOS	low
ATG9A	low
PQLC3	low
TTC4	low
CCDC162P	low
SOX8	low
ZSCAN18	low
NFE2L3	low
MIR3179-3	low
MIR3179-2	low
MIR3179-1	low
ARHGAP32	low
HYMAI	low
GPR148	low
OGFRL1	low
LEMD3	low
TSPYL1	low
FLJ32255	low
MIR3653	low
LOC728613	low
SNORD125	low
ITGA2B	low
MIR378H	low
SIRT2	low
SNX13	low
CYP21A1P	low
SMIM12	low
SLC22A14	low
SUGT1P3	low
KIAA0226L	low
SIGLEC7	low
PLBD2	low
IL1RAP	low
KCNH2	low
RTDR1	low
BHLHE41	low
CAPN11	low
LOC100508781	low
COX6B2	low
CACNA1B	low
MYT1	low
AATK	low
ZRANB2-AS1	low
COL6A4P2	low
TUBE1	low
LOC642778	low
MMP21	low
LOC284581	low
INTS6-AS1	low
ARHGAP18	low
TCTEX1D1	low
HEPH	low
ANKRD35	low
GNG8	low
USP6	low
NCAM2	low
PPP1R3E	low
OTOF	low
PHF11	low
TSSK3	low
LOC100506486	low
INPP5D	low
LOC728728	low
LINC00672	low
PRORSD1P	low
C7ORF60	low
VPS37D	low
KIAA0753	low
PRKAR1A	low
GPR116	low
RETSAT	low
LOC100288144	low
KATNAL2	low
C1ORF191	low
NCSTN	low
ABCD1	low
PFKL	low
FAM133A	low
SAPCD1	low
EYA4	low
BRSK1	low
SEMA4A	low
LOC100506516	low
PIGK	low
GOLGA8K	low
FZD8	low
LOC730256	low
DUSP5P1	low
MED13L	low
COMTD1	low
ZDHHC8P1	low
CCDC82	low
C1QTNF4	low
CEP68	low
CLEC4GP1	low
RGS1	low
ZNF788	low
TOM1L1	low
LOC728084	low
TTC21A	low
KIAA0355	low
LOC440337	low
IPO13	low
CTSS	low
ANO8	low
LDLRAD4	low
ALOX5AP	low
NRXN1	low
CTRC	low
GATAD2B	low
MIR4500HG	low
BECN1	low
LOC100507308	low
LOC100506451	low
DPEP2	low
FHDC1	low
RIMBP2	low
DTX2	low
PROZ	low
ABI3	low
MANEAL	low
DYNLL2	low
ADCYAP1	low
SH3PXD2B	low
TIMM22	low
BTBD8	low
RGPD4	low
RASD2	low
CD302	low
EDIL3	low
PPIAL4C	low
ST7-AS1	low
PEX6	low
FAM171B	low
APBB1	low
ATP6AP1	low
LRP8	low
MARCKS	low
MOK	low
SGCA	low
LOC154761	low
CTSO	low
DKFZP451B082	low
CCDC141	low
BMPR1B	low
FABP12	low
CBWD7	low
PREX1	low
MFN1	low
COL27A1	low
TARSL2	low
FAM87B	low
OXTR	low
NHLRC1	low
TNPO2	low
FRS2	low
RNF144A-AS1	low
CRIP2	low
PLXDC1	low
CASS4	low
MMP15	low
ZNF596	low
CADM4	low
GPT	low
KLRAP1	low
GRM3	low
MAD1L1	low
WSCD2	low
RTEL1-TNFRSF6B	low
LINC00461	low
CXCL16	low
XCL2	low
CCL2	low
ICOSLG	low
ULBP1	low
PPFIA4	low
ARHGAP28	low
ADAMTSL5	low
B3GAT2	low
GAS7	low
TREX1	low
ATP1B1	low
GGNBP2	low
MSH5-SAPCD1	low
CES5AP1	low
DOK6	low
C2CD5	low
CLTC	low
CHRM1	low
BMPR2	low
ICOS	low
REEP2	low
KBTBD6	low
XCL1	low
GABARAP	low
ARRB2	low
MAPK9	low
LOC401010	low
NSUN4	low
CDX1	low
NSFP1	low
C1ORF233	low
RSBN1L-AS1	low
PARP8	low
FAM65A	low
CCDC28A	low
TESPA1	low
APITD1-CORT	low
FLI1	low
MIR4257	low
C10ORF54	low
LOC286297	low
LSP1P3	low
CLCNKB	low
MLIP	low
BMF	low
LRRC37A3	low
LY75-CD302	low
TRIM37	low
FUK	low
GCH1	low
ERLEC1	low
C21ORF2	low
MLL3	low
ANKRD42	low
LOC149373	low
LOC100131347	low
WDSUB1	low
EXOC3L2	low
PEX11B	low
SATB1	low
THAP3	low
RNF135	low
KIAA1614	low
HINFP	low
STX5	low
LOC100509290	low
TMEM173	low
BMP1	low
IL4R	low
LRRC40	low
LINC00641	low
LAMA4	low
NEK3	low
SNORD59B	low
HSPA1L	low
PTPRCAP	low
POT1	low
EPAS1	low
GJB7	low
PLXNB1	low
HCP5	low
LRTM2	low
TSPYL4	low
MIA3	low
PFN4	low
RPS6KA1	low
SP100	low
PZP	low
IRF4	low
PLCG2	low
RUNDC1	low
PHTF1	low
GPNMB	low
TNRC6B	low
LUST	low
OSTM1	low
SH2B3	low
ZZZ3	low
BCL2A1	low
NTN1	low
RBM44	low
RNF144B	low
MAFK	low
CBFB	low
DUSP8	low
RCAN1	low
SYTL3	low
NBPF14	low
IL12RB1	low
CACNG5	low
LOC100859930	low
RPP25	low
LOC729966	low
LINC00173	low
KLRF1	low
LRRC39	low
KRT40	low
ARHGAP39	low
FSTL5	low
RING1	low
PCDH20	low
STARD5	low
LOC100652807	low
NCR3	low
HSD3BP4	low
ZDHHC11	low
CCNT2	low
NBPF1	low
HSPG2	low
USP12	low
MAP1LC3B	low
ACRBP	low
TNFAIP2	low
AP4B1	low
FLRT2	low
IL23R	low
C19ORF21	low
SYT17	low
ARRDC5	low
RNF182	low
LOC100507173	low
UTP6	low
GCC2	low
LOC100507325	low
HOXA2	low
KCND2	low
PDE6B	low
HLA-DQB2	low
HLA-DPA1	low
RAC2	low
SLAMF1	low
AP1S3	low
ANKS1B	low
ADCY2	low
PKN2	low
SCN5A	low
C20ORF197	low
CD3D	low
SLC6A1	low
RPL23AP7	low
TMEM179	low
FAM177A1	low
LINC00574	low
LINC00324	low
TMEM232	low
FBXO3	low
LOC100129223	low
ACAA1	low
SEPT1	low
RUNX2	low
SLC23A1	low
AFAP1	low
ZC3H12D	low
PRRT1	low
VSNL1	low
HEPN1	low
SQSTM1	low
LTK	low
SERPINA5	low
NME9	low
PI4KAP1	low
MED15	low
SLAMF7	low
IRAK2	low
NEURL3	low
MXD1	low
SUPT7L	low
PTK2B	low
SLFN13	low
LOC100240735	low
TRAPPC1	low
DPRXP4	low
SKOR2	low
CD93	low
HULC	low
CAP1	low
KLRD1	low
ALKBH4	low
GJC3	low
PEX11G	low
CYBB	low
ANK2	low
LOC100128563	low
PMS2P5	low
CCT6B	low
C17ORF47	low
SLC22A10	low
MKRN7P	low
PTAFR	low
C9ORF84	low
GIMAP6	low
C15ORF59	low
IL4	low
FAM111A	low
SP110	low
PMS2	low
POM121	low
CDH10	low
RASL12	low
LOC100507092	low
MIR3685	low
AK3	low
AFF4	low
LOC100527964	low
KGFLP2	low
ZMYND15	low
VAMP8	low
GPR35	low
RBP3	low
LAMP1	low
ADAM8	low
SERINC5	low
TMEM87B	low
MUC20	low
COL22A1	low
LINC00673	low
PLEKHA6	low
MNT	low
ANKRD13D	low
IFNW1	low
RTEL1	low
LOC284260	low
ABCA9	low
LOC100130219	low
NR2C1	low
PPIAL4A	low
ZNF503-AS1	low
NFATC1	low
LOC400682	low
FLJ39639	low
NSG1	low
FCHSD2	low
MIPEPP3	low
HDAC10	low
LINC00320	low
C7ORF55-LUC7L2	low
PHLPP1	low
MAML3	low
SNAP25-AS1	low
MTRF1	low
FXYD5	low
HLA-DRB1	low
SYTL2	low
TNFRSF18	low
WASH1	low
GRK4	low
LOC100288123	low
CD86	low
PLAU	low
ZNF890P	low
GBP4	low
ANKRD13B	low
NAIP	low
MLKL	low
LRRC73	low
MAP4K1	low
TGM1	low
SCUBE1	low
ANXA1	low
HDAC4	low
MLL	low
CLEC12A	low
PROX1-AS1	low
P2RY10	low
SETD5	low
LOC100652925	low
MGC45800	low
SMIM13	low
LOC100506063	low
KCNMB1	low
MIR637	low
LOC100652824	low
LOC100506136	low
STEAP3	low
PLEKHA4	low
KIAA1715	low
CTNS	low
SLC13A3	low
ARMCX3	low
CLNK	low
ROBO2	low
TPST1	low
C7ORF13	low
RUFY4	low
TRIB2	low
MICALL1	low
SFT2D1	low
CYBRD1	low
PRDM10	low
HIST4H4	low
LOC100128398	low
ARL11	low
LOC645638	low
IRF2	low
CD164	low
STON2	low
MS4A6A	low
ALS2	low
TMEM133	low
FLVCR2	low
SPAG8	low
LYSMD1	low
BICD2	low
EVI5	low
SLC1A1	low
ZFHX2	low
TLCD2	low
PNRC2	low
ATP6V0D1	low
HOXC5	low
KCNJ9	low
LOC284454	low
ADAM28	low
SPATA13	low
CST7	low
RSPH10B2	low
GRIA4	low
NDST4	low
LOC100506025	low
MLLT6	low
KAZN	low
IL6ST	low
NPNT	low
RAB7B	low
SDF4	low
CASP16	low
ENOX1	low
ARL2-SNX15	low
MEP1A	low
KCNK4	low
IRF7	low
TAS2R5	low
POLR2J3	low
NPHP1	low
ITPR3	low
AFTPH	low
WASF3	low
TMC4	low
RASGEF1C	low
ERBB2	low
KIAA0195	low
GTPBP5	low
LRRC24	low
FASTK	low
HCRT	low
CCDC28B	low
RADIL	low
DDX5	low
EGLN1	low
DEFB124	low
TRPM2	low
MCM9	low
STAT4	low
GATSL1	low
NKG7	low
EFCAB4A	low
AMICA1	low
FTCD	low
TMEM127	low
TNFSF13	low
SLC5A4	low
LOC91450	low
GNL1	low
LOC100131320	low
SH3GL2	low
61E3.4	low
GRAP	low
GNAS	low
LOC440934	low
UNC5A	low
PIP5K1C	low
LOC100505669	low
HLA-DMA	low
LOC100506990	low
DLGAP1-AS2	low
HES1	low
LOC100507417	low
MIR4697	low
PPIAL4E	low
DNAJB9	low
TMEM88	low
IZUMO4	low
NEFH	low
TSPAN10	low
SEPP1	low
FAIM3	low
UPK3BL	low
LOC151760	low
L3MBTL4	low
RERG	low
TSC22D1	low
RORB	low
ACE	low
TCF7L1	low
PDYN	low
PPP1R3F	low
NDRG2	low
LOC646626	low
OC90	low
POPDC2	low
TSPYL6	low
SNURF	low
SNRPN	low
CYP17A1-AS1	low
MIR573	low
ADD1	low
BNIP3L	low
TSPAN7	low
RXRG	low
PLCB1	low
AK4	low
MROH5	low
PLAC8	low
CD58	low
LOC90834	low
DGKK	low
TCEA2	low
LYSMD2	low
SSX2IP	low
TMEM139	low
LGALS3BP	low
EPHA2	low
GRASP	low
PPM1J	low
MUC5B	low
LOC100506557	low
ZFP69B	low
IGSF6	low
CHCHD10	low
MDC1	low
TTYH1	low
VIPR2	low
FRMD3	low
MMP23A	low
OPHN1	low
PTPRE	low
BBS4	low
MUM1	low
LOC400752	low
DRG2	low
IPCEF1	low
KANSL1-AS1	low
S1PR4	low
LY6G5C	low
HLA-DQA2	low
ATP1A1OS	low
TANC2	low
BLCAP	low
TM6SF1	low
TSPAN9	low
B3GALT5	low
MYH15	low
FMN1	low
FLT3	low
LOC100652741	low
GALE	low
SIPA1L2	low
RAB11FIP3	low
LAMA5	low
PRND	low
HCN2	low
LOC100505955	low
INSIG2	low
SNORD59A	low
KCNK13	low
NME3	low
C3	low
ADAM1A	low
SNTB1	low
STON1	low
PRSS53	low
MGLL	low
SYN2	low
ADAMTS13	low
PICALM	low
ANKMY2	low
PISD	low
ERI3	low
KCNN3	low
CD1C	low
SYT10	low
KIAA1217	low
AKAP11	low
ADRA2A	low
PSMB2	low
FREM2	low
DNAJC11	low
SNORD56	low
FRRS1	low
DHX58	low
TDRD9	low
AXL	low
ANO1	low
METTL21EP	low
TXNDC15	low
RELB	low
SELL	low
MYO1E	low
RSBN1	low
FPGT	low
TMEM50B	low
EFCAB13	low
LOC100506606	low
CITED4	low
RPAP3	low
LRRC16B	low
LINC00582	low
HECTD2	low
B3GALT6	low
LINC00667	low
ABCC5	low
GNB3	low
KIAA1407	low
ELOVL2-AS1	low
ZNF518B	low
DOK2	low
SNORD116-12	low
SOX13	low
LOC100506380	low
TOMM40L	low
BHLHE40-AS1	low
RAB37	low
LOC100506459	low
YJEFN3	low
CARD6	low
MIR4730	low
TMEM114	low
CLEC9A	low
YARS	low
COL4A4	low
TIMP4	low
SNORD97	low
CDON	low
MYZAP	low
SIT1	low
C9ORF47	low
WWP1	low
ATG2A	low
APOC1	low
SLC15A4	low
FKBP1B	low
SRPK2	low
C15ORF41	low
LOC100268168	low
SYCP2	low
AMDHD2	low
BTLA	low
TEK	low
CLN5	low
HOXB-AS3	low
PCSK2	low
PPP1R9B	low
GATSL2	low
SEPN1	low
MYO16	low
LOC100130451	low
